Date,Make,Model,Color,Year,Price,Mileage,EngineSize,FuelEfficiency,SalesPerson
2023-09-19,Kia,Truck,Blue,2021,58569.82,37041.0,4.0,25.7,Alice
2023-09-20,Hyundai,Sedan,Black,2020,56363.72,2299.0,1.6,31.5,Charlie
2023-09-21,Honda,Sedan,Gray,2016,72311.07,54176.0,2.5,22.6,Eva
2023-09-22,Nissan,Coupe,Red,2020,74414.23,12773.0,1.6,36.8,Charlie
2023-09-23,Nissan,Sedan,Green,2022,36535.56,34155.0,4.0,22.2,Charlie
2023-09-24,Hyundai,Sedan,White,2016,74943.53,42228.0,2.0,33.5,David
2023-09-25,Honda,Sedan,Silver,2021,47795.38,74118.0,4.0,31.8,Bob
2023-09-26,Audi,Truck,Silver,2019,44301.0,96332.0,2.0,23.7,Bob
2023-09-27,Mercedes,Sedan,Silver,2021,23882.03,82757.0,2.0,25.5,Bob
2023-09-28,Nissan,Coupe,Gray,2015,40309.15,54053.0,2.5,35.2,David
2023-09-29,Ford,Truck,White,2019,68857.18,34515.0,4.0,23.9,Alice
2023-09-30,Hyundai,Sedan,White,2015,28666.29,91177.0,3.5,31.4,David
2023-10-01,Hyundai,SUV,Black,2015,49805.49,1399.0,3.5,21.3,Bob
2023-10-02,Nissan,SUV,Black,2015,34220.01,48712.0,3.0,39.6,Alice
2023-10-03,Hyundai,Coupe,Blue,2019,49249.01,28187.0,4.0,32.9,David
2023-10-04,Nissan,Hatchback,Gray,2021,67606.49,61418.0,1.6,34.6,Charlie
2023-10-05,BMW,Coupe,Blue,2019,74834.38,27913.0,4.0,26.9,Eva
2023-10-06,Ford,Coupe,Red,2019,36960.72,55288.0,3.5,20.1,David
2023-10-07,BMW,Hatchback,White,2019,23012.79,45501.0,1.6,20.1,Bob
2023-10-08,Hyundai,Sedan,Silver,2019,48328.39,68121.0,1.6,20.6,Charlie
2023-10-09,Hyundai,SUV,White,2019,51165.64,72057.0,4.0,22.8,Eva
2023-10-10,Mercedes,Truck,Black,2017,65675.37,60113.0,2.5,32.7,Alice
2023-10-11,Kia,Hatchback,Silver,2016,65112.9,42599.0,2.5,28.0,David
2023-10-12,Hyundai,Hatchback,Black,2021,73716.2,70667.0,2.5,38.1,David
2023-10-13,Hyundai,SUV,Gray,2022,68371.55,71608.0,4.0,23.2,Charlie
2023-10-14,Nissan,Sedan,Silver,2016,69724.13,46465.0,2.0,39.5,Eva
2023-10-15,Chevrolet,Truck,White,2021,64749.9,1674.0,3.5,21.1,David
2023-10-16,Audi,Truck,Red,2015,24210.63,17895.0,3.5,38.0,Eva
2023-10-17,Mercedes,Truck,Blue,2022,39347.36,66144.0,3.5,21.7,Eva
2023-10-18,Kia,Truck,Red,2019,76985.89,14395.0,4.0,20.2,Alice
2023-10-19,Kia,Truck,Gray,2015,35230.14,87751.0,2.0,32.2,Alice
2023-10-20,Hyundai,Truck,Green,2022,68901.87,8029.0,2.5,36.0,Charlie
2023-10-21,Honda,Coupe,Blue,2019,57924.19,18908.0,3.0,31.1,Alice
2023-10-22,Mercedes,Truck,Gray,2017,62501.44,59989.0,2.5,23.3,Bob
2023-10-23,BMW,Sedan,Green,2019,60905.48,77926.0,3.5,21.2,Eva
2023-10-24,Ford,Hatchback,Silver,2020,31398.89,16258.0,2.0,21.4,Bob
2023-10-25,Mercedes,Coupe,Green,2017,33366.56,71277.0,1.6,20.2,Eva
2023-10-26,Audi,SUV,White,2017,66326.31,7505.0,2.0,21.3,Bob
2023-10-27,Honda,SUV,Gray,2022,67027.12,35127.0,2.5,24.0,Eva
2023-10-28,Audi,Truck,Silver,2016,52306.9,35979.0,3.0,20.6,Eva
2023-10-29,Kia,SUV,Blue,2015,30968.57,95793.0,2.5,20.2,Bob
2023-10-30,Toyota,Truck,White,2015,41409.25,4213.0,2.5,28.7,David
2023-10-31,BMW,Hatchback,White,2022,24638.31,96886.0,4.0,24.3,Eva
2023-11-01,Kia,Truck,Blue,2017,29280.87,43241.0,4.0,33.1,Eva
2023-11-02,Ford,Sedan,Blue,2015,45176.19,65174.0,3.5,27.3,Charlie
2023-11-03,Toyota,Hatchback,Silver,2018,52375.93,91478.0,2.0,23.4,Eva
2023-11-04,Ford,Hatchback,Black,2022,50610.08,26196.0,1.6,20.1,Alice
2023-11-05,Kia,Coupe,Blue,2015,64327.34,4934.0,2.5,22.6,Alice
2023-11-06,Audi,Truck,White,2020,76927.18,2769.0,3.0,23.2,David
2023-11-07,Ford,Sedan,Black,2015,75740.02,28327.0,4.0,32.7,Bob
2023-11-08,BMW,SUV,Blue,2018,46987.31,8669.0,2.5,34.4,Eva
2023-11-09,Honda,Truck,Red,2020,72402.19,2443.0,3.5,23.4,David
2023-11-10,Audi,SUV,Silver,2015,64466.95,25882.0,2.5,24.1,Alice
2023-11-11,Audi,Truck,White,2020,72555.89,7297.0,3.0,37.5,Bob
2023-11-12,Toyota,Hatchback,Green,2021,75638.69,43902.0,4.0,33.0,Eva
2023-11-13,Toyota,Van,Green,2022,41646.42,66994.0,2.5,21.2,David
2023-11-14,Chevrolet,Coupe,Black,2018,48434.57,53317.0,3.5,28.1,David
2023-11-15,Mercedes,Sedan,White,2015,50085.44,70461.0,4.0,31.1,Charlie
2023-11-16,Mercedes,SUV,Blue,2015,75243.03,33749.0,4.0,29.5,Charlie
2023-11-17,Hyundai,SUV,Green,2020,27052.06,8032.0,1.6,34.3,Eva
2023-11-18,Ford,Sedan,Gray,2019,22912.18,19553.0,2.0,30.5,Eva
2023-11-19,Kia,Coupe,Red,2018,62015.47,25541.0,2.5,23.5,Eva
2023-11-20,BMW,SUV,Silver,2016,53175.88,86532.0,2.5,24.9,Charlie
2023-11-21,Hyundai,SUV,Green,2018,43487.69,62552.0,1.6,32.9,Charlie
2023-11-22,Hyundai,Hatchback,Green,2021,48485.8,49926.0,3.5,34.3,Bob
2023-11-23,Audi,Van,Green,2018,20240.07,71611.0,3.0,21.3,Charlie
2023-11-24,Ford,Truck,White,2016,36753.74,51138.0,2.0,26.0,Eva
2023-11-25,Kia,Coupe,Red,2021,49288.14,20702.0,2.0,36.8,Eva
2023-11-26,Hyundai,Sedan,Silver,2018,52063.94,58500.0,2.5,32.8,Bob
2023-11-27,Nissan,Coupe,Green,2017,25762.02,16655.0,3.0,29.7,David
2023-11-28,Toyota,Hatchback,Green,2019,35721.46,62427.0,2.5,39.1,Eva
2023-11-29,Kia,Coupe,White,2019,44579.37,10803.0,3.0,24.1,Charlie
2023-11-30,BMW,Sedan,Gray,2019,27313.5,58290.0,3.5,29.9,Alice
2023-12-01,Ford,Van,Gray,2022,73948.7,32610.0,4.0,32.4,Charlie
2023-12-02,Toyota,Truck,Gray,2020,23335.76,58999.0,1.6,20.6,Charlie
2023-12-03,Honda,Truck,Green,2019,65312.29,75099.0,2.5,30.2,David
2023-12-04,Honda,Coupe,Green,2021,38797.11,81973.0,2.0,39.3,Eva
2023-12-05,Kia,Truck,Blue,2015,56531.35,21098.0,3.0,24.2,Bob
2023-12-06,Audi,SUV,Silver,2018,75424.47,48251.0,1.6,27.8,David
2023-12-07,Mercedes,Coupe,Silver,2019,21632.99,90931.0,2.0,34.7,Alice
2023-12-08,Chevrolet,Hatchback,Green,2020,42736.45,62426.0,2.5,37.6,Bob
2023-12-09,Audi,Truck,Gray,2022,44660.72,32990.0,4.0,21.8,Bob
2023-12-10,BMW,Coupe,White,2019,67739.19,93503.0,1.6,21.8,Bob
2023-12-11,Ford,Coupe,Silver,2019,46173.69,1127.0,3.0,36.9,Eva
2023-12-12,Honda,SUV,Green,2021,71759.84,64939.0,1.6,20.2,David
2023-12-13,Kia,Sedan,Gray,2016,24290.53,51262.0,3.0,21.9,David
2023-12-14,Kia,Coupe,Gray,2015,59017.21,58179.0,1.6,21.3,Bob
2023-12-15,Mercedes,Truck,Red,2016,63019.39,29519.0,2.0,28.7,Alice
2023-12-16,Toyota,Coupe,Silver,2018,55609.15,63455.0,3.5,33.3,Bob
2023-12-17,Kia,Sedan,Black,2022,35567.22,81558.0,2.0,37.7,David
2023-12-18,Kia,Hatchback,Green,2022,58332.45,84213.0,1.6,27.4,Charlie
2023-12-19,BMW,Hatchback,Blue,2019,50975.25,46467.0,3.5,31.2,Charlie
2023-12-20,BMW,Hatchback,Red,2021,78420.3,48932.0,4.0,34.6,David
2023-12-21,Mercedes,SUV,Silver,2022,57713.02,98560.0,3.5,31.4,Eva
2023-12-22,Toyota,Hatchback,Gray,2018,62615.66,8910.0,1.6,34.7,Alice
2023-12-23,Toyota,Van,White,2015,53838.4,26110.0,3.0,22.0,Alice
2023-12-24,Audi,Van,Black,2020,64628.78,21330.0,2.0,24.7,Alice
2023-12-25,Hyundai,Van,Green,2022,45925.97,66085.0,3.0,27.7,David
2023-12-26,Audi,Truck,Silver,2016,55920.13,11674.0,1.6,23.9,David
2023-12-27,BMW,Sedan,Silver,2015,23519.63,15861.0,3.0,22.8,David
2023-12-28,Chevrolet,Sedan,Blue,2022,41168.09,15920.0,4.0,30.8,Alice
2023-12-29,Mercedes,SUV,White,2018,50998.1,92811.0,3.0,24.1,Alice
2023-12-30,Hyundai,SUV,White,2021,29361.32,52348.0,2.0,24.6,Charlie
2023-12-31,Mercedes,Coupe,Gray,2020,72144.23,96207.0,2.0,30.6,Eva
2024-01-01,Hyundai,SUV,Red,2016,34844.83,756.0,4.0,34.5,Bob
2024-01-02,Ford,Coupe,Silver,2015,64048.92,57151.0,2.0,21.6,Bob
2024-01-03,Honda,Coupe,Green,2016,31843.49,44402.0,2.5,23.5,Bob
2024-01-04,BMW,SUV,Silver,2017,49378.31,3264.0,2.5,27.7,David
2024-01-05,Honda,SUV,Silver,2018,22606.19,45469.0,3.5,36.3,David
2024-01-06,Ford,Truck,Gray,2021,26141.03,95727.0,3.5,39.1,Alice
2024-01-07,Toyota,Van,Silver,2016,40374.88,44189.0,3.5,21.3,David
2024-01-08,Kia,SUV,Black,2022,43232.67,89206.0,2.0,20.0,Eva
2024-01-09,Toyota,Van,Green,2021,76816.35,17863.0,2.5,25.9,David
2024-01-10,Hyundai,Coupe,Gray,2016,44460.78,72435.0,3.5,33.6,Eva
2024-01-11,Mercedes,Van,Green,2016,30919.34,29700.0,3.5,32.4,Charlie
2024-01-12,Hyundai,Van,White,2015,50943.84,28529.0,2.0,38.7,Charlie
2024-01-13,BMW,Truck,Silver,2019,58604.24,34427.0,3.5,29.3,Charlie
2024-01-14,Ford,SUV,Blue,2015,67670.03,15678.0,2.0,31.6,Eva
2024-01-15,Toyota,Sedan,Silver,2018,31449.53,25214.0,4.0,27.2,Alice
2024-01-16,Kia,Truck,Gray,2015,67231.62,24849.0,2.0,23.0,Eva
2024-01-17,Toyota,Coupe,White,2017,69325.3,95620.0,2.0,20.5,David
2024-01-18,Toyota,Van,Blue,2015,70799.56,54961.0,4.0,40.0,Alice
2024-01-19,Audi,Sedan,Green,2017,55578.68,12631.0,3.5,36.5,David
2024-01-20,Mercedes,SUV,White,2020,46289.39,87879.0,3.0,35.5,Alice
2024-01-21,Honda,Sedan,Silver,2019,28922.13,86238.0,1.6,25.7,David
2024-01-22,Nissan,Coupe,White,2021,34882.66,85403.0,4.0,20.7,David
2024-01-23,Mercedes,Truck,Silver,2022,65425.24,73025.0,2.0,39.5,Bob
2024-01-24,Kia,Van,Red,2017,38480.99,66012.0,2.0,31.7,Charlie
2024-01-25,Toyota,Sedan,White,2016,54372.91,48552.0,3.0,39.7,David
2024-01-26,Chevrolet,Van,White,2019,43117.41,80828.0,4.0,35.5,Bob
2024-01-27,Nissan,Sedan,Red,2019,30302.43,86738.0,2.5,38.6,David
2024-01-28,Nissan,Hatchback,White,2018,78764.63,51121.0,1.6,23.6,David
2024-01-29,Audi,Van,Black,2020,78794.96,81630.0,1.6,26.1,David
2024-01-30,Kia,Coupe,Black,2018,74271.99,92998.0,3.5,21.0,Bob
2024-01-31,Mercedes,Hatchback,Blue,2016,26888.03,76235.0,1.6,30.5,Eva
2024-02-01,Kia,SUV,Blue,2022,35161.7,13050.0,3.5,30.9,Charlie
2024-02-02,Ford,Hatchback,Black,2019,60654.91,39235.0,1.6,38.3,David
2024-02-03,Chevrolet,SUV,Blue,2018,52207.5,50189.0,3.0,38.5,David
2024-02-04,Mercedes,Truck,Silver,2018,75794.12,44246.0,2.5,32.6,Charlie
2024-02-05,Nissan,Coupe,Silver,2015,70122.77,4955.0,4.0,24.6,Bob
2024-02-06,Mercedes,SUV,Green,2022,71052.25,22079.0,2.5,39.2,Alice
2024-02-07,Nissan,Truck,Red,2015,45808.9,11901.0,3.0,24.9,Bob
2024-02-08,Toyota,Truck,Red,2019,36149.82,80594.0,3.0,35.4,Alice
2024-02-09,Ford,Truck,Blue,2018,71778.33,80818.0,4.0,24.0,David
2024-02-10,Ford,SUV,Red,2020,29736.08,38732.0,2.0,36.4,Charlie
2024-02-11,Mercedes,Van,Green,2015,77791.44,36318.0,2.5,33.0,Eva
2024-02-12,Hyundai,Coupe,Gray,2016,49227.81,61173.0,3.0,20.3,Alice
2024-02-13,Chevrolet,SUV,Blue,2021,57442.64,85786.0,4.0,29.6,Eva
2024-02-14,Honda,SUV,Blue,2022,66393.06,98314.0,2.5,36.0,Charlie
2024-02-15,Hyundai,Van,White,2017,66831.29,53092.0,3.5,28.1,Alice
2024-02-16,Audi,SUV,Red,2018,25582.52,85269.0,3.0,20.4,Eva
2024-02-17,Hyundai,Van,Black,2022,78441.26,28569.0,3.5,28.2,Alice
2024-02-18,BMW,Van,Blue,2021,23278.73,29083.0,4.0,26.7,Eva
2024-02-19,Audi,Coupe,Blue,2020,42828.83,40338.0,1.6,28.4,David
2024-02-20,Ford,SUV,Gray,2021,52303.75,43584.0,3.0,22.3,Bob
2024-02-21,Mercedes,SUV,White,2021,22079.52,59380.0,4.0,23.0,Bob
2024-02-22,Ford,SUV,Gray,2017,72338.48,74008.0,4.0,24.2,David
2024-02-23,BMW,SUV,Blue,2019,46932.08,28010.0,2.5,30.4,David
2024-02-24,Chevrolet,Truck,Silver,2022,52885.09,17468.0,1.6,29.0,David
2024-02-25,Chevrolet,Coupe,Red,2019,24430.98,30117.0,2.5,33.9,Alice
2024-02-26,Audi,Sedan,White,2020,21411.82,50797.0,2.5,20.6,David
2024-02-27,Nissan,SUV,Red,2018,65189.41,50695.0,3.5,30.8,Bob
2024-02-28,Ford,Hatchback,Silver,2020,74550.36,277.0,2.5,38.3,Bob
2024-02-29,Audi,SUV,Blue,2015,22268.9,94974.0,1.6,39.3,David
2024-03-01,BMW,Coupe,Green,2022,26604.0,81423.0,2.0,33.3,Alice
2024-03-02,Ford,Sedan,Silver,2019,26702.96,84845.0,4.0,23.3,David
2024-03-03,Mercedes,Coupe,Green,2021,23510.97,36827.0,3.5,26.0,Eva
2024-03-04,Toyota,Van,Silver,2015,26100.55,91627.0,3.5,33.8,Charlie
2024-03-05,Toyota,Truck,Black,2022,52767.28,75173.0,2.0,32.6,Bob
2024-03-06,Audi,Van,White,2018,34880.57,4581.0,3.0,20.6,Eva
2024-03-07,Hyundai,Truck,Green,2022,28113.14,38890.0,4.0,38.7,Alice
2024-03-08,Hyundai,Truck,White,2018,58272.63,5501.0,3.5,39.6,Alice
2024-03-09,Toyota,Sedan,Gray,2017,26006.83,39557.0,3.0,25.9,David
2024-03-10,Ford,Truck,Black,2022,52213.47,35235.0,3.5,21.7,David
2024-03-11,Mercedes,Sedan,Silver,2015,33790.06,69523.0,4.0,27.3,Bob
2024-03-12,Hyundai,Truck,Green,2018,40639.14,13330.0,3.5,36.8,Charlie
2024-03-13,Honda,Coupe,Red,2022,21866.67,54677.0,3.0,34.5,Eva
2024-03-14,Honda,Coupe,Green,2017,30549.29,4252.0,3.0,33.4,Charlie
2024-03-15,Ford,Van,Gray,2015,60209.15,45342.0,2.0,32.8,Charlie
2024-03-16,Chevrolet,Sedan,Blue,2020,30469.15,8712.0,3.5,36.5,Bob
2024-03-17,Mercedes,Van,Green,2022,33719.76,82668.0,4.0,30.0,Alice
2024-03-18,Mercedes,Truck,Blue,2017,78371.92,59621.0,2.5,31.9,Alice
2024-03-19,Honda,Van,Red,2015,30145.54,79217.0,1.6,23.2,Bob
2024-03-20,Honda,Coupe,Green,2019,51482.5,14062.0,4.0,28.4,Bob
2024-03-21,BMW,SUV,White,2022,79996.46,28046.0,2.5,28.6,Charlie
2024-03-22,Nissan,Truck,Green,2017,76174.92,56125.0,2.0,24.4,Bob
2024-03-23,Chevrolet,Van,Black,2021,48908.07,69575.0,2.0,28.9,Eva
2024-03-24,Honda,Coupe,White,2021,76370.14,57304.0,3.0,39.1,Alice
2024-03-25,Honda,Hatchback,Silver,2019,69434.31,15709.0,4.0,25.0,Eva
2024-03-26,Audi,Truck,Black,2018,64051.36,17747.0,3.5,31.2,Charlie
2024-03-27,Hyundai,SUV,Blue,2019,65906.34,16126.0,2.5,24.5,David
2024-03-28,BMW,Hatchback,Blue,2021,24189.17,16149.0,2.5,31.1,David
2024-03-29,Nissan,Sedan,White,2021,33856.6,42948.0,2.5,37.3,Bob
2024-03-30,Hyundai,Coupe,Silver,2018,58813.95,8762.0,1.6,21.2,Bob
2024-03-31,Ford,SUV,Gray,2022,38111.05,20395.0,2.0,20.7,Charlie
2024-04-01,Honda,Van,Gray,2019,29166.67,66853.0,2.0,39.0,Charlie
2024-04-02,Audi,SUV,Silver,2016,29579.33,58093.0,1.6,21.8,Charlie
2024-04-03,Hyundai,SUV,Blue,2021,64469.77,70922.0,2.0,34.1,Charlie
2024-04-04,Chevrolet,SUV,Red,2017,62433.41,87583.0,1.6,39.9,David
2024-04-05,Toyota,SUV,Gray,2022,25117.66,95884.0,3.5,22.5,Charlie
2024-04-06,Nissan,SUV,Blue,2022,66439.37,15307.0,4.0,20.0,Eva
2024-04-07,Nissan,Hatchback,Black,2016,52236.46,5792.0,4.0,34.8,Bob
2024-04-08,Hyundai,SUV,Black,2015,59779.03,59389.0,2.5,27.4,Alice
2024-04-09,Hyundai,Hatchback,Black,2017,22765.91,87036.0,2.5,26.6,Alice
2024-04-10,Ford,Sedan,Black,2022,74419.01,44583.0,1.6,32.3,Charlie
2024-04-11,Ford,Coupe,Green,2018,72503.83,76869.0,4.0,21.1,Bob
2024-04-12,Kia,Coupe,White,2017,32275.82,54607.0,3.0,23.6,Alice
2024-04-13,Ford,SUV,Black,2022,62661.82,18324.0,3.0,39.3,David
2024-04-14,Toyota,Sedan,Gray,2017,27297.93,11371.0,3.5,32.4,David
2024-04-15,BMW,Van,Black,2020,20824.85,15036.0,4.0,34.1,David
2024-04-16,Nissan,Coupe,Blue,2017,54279.53,78205.0,3.5,21.8,Charlie
2024-04-17,Ford,Truck,Green,2022,67601.85,98340.0,3.0,26.2,Charlie
2024-04-18,Audi,Sedan,Silver,2017,40338.03,12320.0,3.5,28.1,Charlie
2024-04-19,BMW,Hatchback,Red,2017,27844.8,24140.0,4.0,39.4,Bob
2024-04-20,Nissan,SUV,Red,2022,48051.29,62679.0,4.0,27.6,David
2024-04-21,Nissan,SUV,Black,2015,64203.99,675.0,2.0,38.7,Charlie
2024-04-22,Hyundai,Coupe,White,2015,45016.18,61070.0,1.6,21.8,Charlie
2024-04-23,Chevrolet,Van,Blue,2019,68041.56,51005.0,2.0,21.3,Eva
2024-04-24,BMW,Hatchback,Gray,2020,66621.34,28091.0,3.0,24.7,Eva
2024-04-25,Honda,Coupe,Silver,2017,78912.8,77073.0,1.6,38.7,Bob
2024-04-26,Ford,Hatchback,Silver,2021,29509.37,97396.0,2.0,30.6,Eva
2024-04-27,Chevrolet,Hatchback,Green,2016,68652.92,69720.0,1.6,33.5,Alice
2024-04-28,Toyota,SUV,Black,2015,79965.72,11830.0,2.0,32.5,Charlie
2024-04-29,Audi,Coupe,Black,2016,69309.91,69762.0,2.5,26.5,Bob
2024-04-30,Nissan,Coupe,White,2015,74315.84,7110.0,4.0,36.6,David
2024-05-01,Toyota,SUV,Black,2021,55221.18,57409.0,2.5,38.4,Bob
2024-05-02,Toyota,SUV,Blue,2016,38424.25,27460.0,2.0,38.0,Alice
2024-05-03,Mercedes,Van,Blue,2021,48719.03,79314.0,3.5,25.4,Bob
2024-05-04,BMW,SUV,White,2019,44213.92,22780.0,2.0,35.3,Charlie
2024-05-05,Ford,Truck,Black,2017,29582.11,40991.0,2.5,39.6,Bob
2024-05-06,Nissan,SUV,Silver,2021,38179.43,54469.0,2.5,31.0,Eva
2024-05-07,Toyota,Sedan,Blue,2017,53760.25,42241.0,3.0,22.9,David
2024-05-08,Hyundai,Coupe,White,2018,79434.54,29904.0,2.0,24.1,Eva
2024-05-09,Kia,SUV,Black,2016,70158.98,13828.0,3.0,22.0,Eva
2024-05-10,Toyota,Hatchback,Gray,2020,73774.21,92115.0,2.5,27.9,Eva
2024-05-11,Audi,Truck,White,2016,49852.53,27563.0,4.0,30.6,Bob
2024-05-12,Kia,SUV,Red,2022,22102.03,60754.0,4.0,35.5,Eva
2024-05-13,Audi,Van,Blue,2017,40561.1,61936.0,3.5,26.9,Charlie
2024-05-14,Toyota,Truck,Gray,2015,75753.9,32301.0,3.0,35.9,Bob
2024-05-15,Ford,Hatchback,Silver,2016,54740.81,22858.0,2.5,35.3,Eva
2024-05-16,Nissan,SUV,Green,2021,65786.05,21947.0,2.5,27.5,Alice
2024-05-17,Audi,Van,Red,2017,74203.35,80115.0,3.0,31.1,Alice
2024-05-18,Chevrolet,Hatchback,Green,2022,47793.94,92619.0,1.6,30.1,Bob
2024-05-19,Chevrolet,Coupe,Gray,2021,52235.42,31985.0,3.0,25.6,Bob
2024-05-20,Mercedes,Van,Gray,2017,79285.55,20025.0,4.0,27.6,Charlie
2024-05-21,Mercedes,SUV,Blue,2018,79035.34,78447.0,3.0,31.2,Eva
2024-05-22,Chevrolet,Van,Blue,2015,70507.45,89898.0,2.0,26.5,Charlie
2024-05-23,Ford,Coupe,Red,2022,26519.19,56255.0,1.6,30.5,Bob
2024-05-24,Toyota,Sedan,Black,2020,29553.89,90968.0,3.0,25.1,Eva
2024-05-25,Kia,Sedan,Blue,2022,44399.6,61154.0,2.0,22.8,Bob
2024-05-26,BMW,Sedan,Red,2021,32323.56,6348.0,1.6,25.5,Eva
2024-05-27,Mercedes,Sedan,White,2021,34185.08,21189.0,4.0,39.0,Eva
2024-05-28,Toyota,Hatchback,Silver,2019,63281.76,9145.0,3.5,22.0,Alice
2024-05-29,Hyundai,Coupe,Blue,2016,59576.46,24332.0,3.5,37.4,Alice
2024-05-30,Ford,Sedan,Blue,2020,63165.92,19348.0,1.6,29.7,Alice
2024-05-31,Chevrolet,Hatchback,Red,2015,65018.58,43047.0,3.0,32.8,Charlie
2024-06-01,Mercedes,Coupe,Blue,2017,26551.58,46675.0,2.0,24.0,David
2024-06-02,Nissan,SUV,White,2016,71557.97,69931.0,3.5,27.4,Bob
2024-06-03,Audi,Coupe,White,2019,68225.48,94227.0,3.0,30.5,David
2024-06-04,Chevrolet,Coupe,Black,2019,67404.15,46256.0,1.6,27.5,Eva
2024-06-05,Hyundai,Van,Black,2021,77887.8,41211.0,2.5,34.6,David
2024-06-06,Nissan,Sedan,White,2021,63051.25,91095.0,3.5,20.6,Charlie
2024-06-07,Toyota,Hatchback,White,2020,47034.15,46909.0,2.5,26.0,David
2024-06-08,Nissan,SUV,Gray,2022,62250.44,46042.0,3.5,29.6,Charlie
2024-06-09,Mercedes,Truck,Silver,2020,42590.48,48.0,2.5,25.2,Eva
2024-06-10,Nissan,Truck,Black,2019,63681.75,36745.0,4.0,26.8,Bob
2024-06-11,Honda,Coupe,Blue,2018,65347.01,24045.0,3.5,30.0,Alice
2024-06-12,Chevrolet,Hatchback,Black,2021,50472.9,18367.0,2.0,34.8,David
2024-06-13,Toyota,Coupe,Red,2019,76407.8,67556.0,2.0,23.7,Charlie
2024-06-14,Hyundai,SUV,Gray,2017,62129.43,8715.0,3.5,34.0,David
2024-06-15,Chevrolet,Van,Silver,2015,61597.5,44168.0,2.0,24.0,Charlie
2024-06-16,Toyota,Van,White,2019,64142.97,6437.0,2.5,34.6,Alice
2024-06-17,Kia,Coupe,Gray,2020,70457.74,70837.0,1.6,25.9,Alice
2024-06-18,Hyundai,SUV,Blue,2017,31240.16,81481.0,3.0,36.3,Alice
2024-06-19,Audi,Van,Silver,2021,22925.98,80041.0,1.6,33.0,Alice
2024-06-20,Nissan,Truck,Black,2017,40055.67,17705.0,4.0,36.3,Eva
2024-06-21,Mercedes,Coupe,Silver,2017,62297.97,51441.0,3.0,30.7,Bob
2024-06-22,Nissan,Truck,Gray,2016,25459.73,28342.0,2.0,37.6,Alice
2024-06-23,Hyundai,SUV,Red,2020,79825.03,274.0,3.5,38.9,Bob
2024-06-24,Ford,Van,Gray,2015,32836.95,84038.0,4.0,37.3,Charlie
2024-06-25,Ford,Hatchback,Blue,2021,32891.3,83438.0,2.5,29.8,Charlie
2024-06-26,Nissan,Coupe,Green,2015,61897.82,79360.0,1.6,22.8,Alice
2024-06-27,Kia,SUV,Black,2016,56928.14,61608.0,3.0,29.8,Bob
2024-06-28,Kia,Coupe,Red,2020,70709.18,55562.0,2.5,34.7,Alice
2024-06-29,Hyundai,Sedan,Gray,2020,74204.64,77114.0,3.0,26.9,Bob
2024-06-30,Nissan,Hatchback,Silver,2021,65646.22,19729.0,2.5,27.2,Charlie
2024-07-01,BMW,Van,Blue,2018,24636.95,49205.0,2.5,28.1,Alice
2024-07-02,Chevrolet,Hatchback,Blue,2017,60734.77,47031.0,4.0,32.9,Charlie
2024-07-03,Nissan,Van,Red,2019,37936.31,98323.0,3.0,37.4,Charlie
2024-07-04,Honda,Sedan,White,2021,54948.45,84946.0,2.5,27.0,Eva
2024-07-05,Hyundai,Van,Red,2020,46431.32,67216.0,4.0,28.8,Eva
2024-07-06,Nissan,Sedan,Silver,2021,24007.56,26026.0,2.0,29.0,Alice
2024-07-07,Hyundai,SUV,White,2017,72844.64,55962.0,1.6,33.2,Charlie
2024-07-08,Kia,Sedan,Gray,2021,29495.06,15629.0,3.0,25.8,Alice
2024-07-09,Toyota,Van,Blue,2016,34409.0,44258.0,1.6,37.7,Eva
2024-07-10,Kia,Hatchback,Green,2016,77017.0,45696.0,4.0,20.4,Eva
2024-07-11,Mercedes,Truck,Black,2016,62123.96,2031.0,2.0,26.1,Eva
2024-07-12,Toyota,SUV,Blue,2020,49690.04,59329.0,2.0,27.2,Alice
2024-07-13,Ford,Hatchback,Blue,2016,78089.98,65968.0,3.0,26.8,Alice
2024-07-14,Nissan,Hatchback,Black,2022,32276.02,54601.0,3.0,31.6,David
2024-07-15,Audi,Truck,Red,2019,35773.74,94817.0,3.0,31.1,Charlie
2024-07-16,Nissan,Truck,Gray,2018,26847.44,58869.0,3.5,21.3,Charlie
2024-07-17,Hyundai,Truck,Black,2015,54610.92,79677.0,4.0,21.9,Bob
2024-07-18,Audi,SUV,Silver,2020,21196.31,80229.0,2.5,35.0,Charlie
2024-07-19,BMW,Van,White,2018,53992.77,29088.0,4.0,30.6,Charlie
2024-07-20,Kia,SUV,Green,2020,27545.44,45931.0,3.5,37.2,Eva
2024-07-21,Nissan,Coupe,Green,2017,70802.71,29055.0,3.5,24.2,Bob
2024-07-22,Kia,Sedan,Black,2021,42919.23,61768.0,2.0,30.4,Bob
2024-07-23,Chevrolet,Coupe,Red,2015,53473.34,80212.0,1.6,24.1,Charlie
2024-07-24,Kia,Truck,Green,2017,32847.88,8681.0,2.0,21.5,Eva
2024-07-25,Hyundai,Hatchback,Black,2021,42699.52,42100.0,2.5,35.8,Eva
2024-07-26,Honda,SUV,Black,2017,58402.71,49542.0,1.6,38.2,Alice
2024-07-27,Honda,Van,Red,2017,39492.94,58321.0,3.0,33.6,David
